525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
75117,3211,29556,2764,205325,4209,131764,4845
75424,1979,29692,1052,163612,3587,101427,3958
75321,2192,29594,1543,183826,4026,128877,5101
75300,3134,29598,3126,209186,4538,150734,5195
75283,2307,29658,1484,177069,3782,102843,4214
75399,1611,29594,2686,176123,3877,114476,4576
75266,2891,29530,3651,203393,4576,141994,5327
75014,2605,29594,2520,193569,4030,124385,4380
75394,1919,29722,1010,157221,3412,98710,4294
75360,2465,29577,3873,201751,4717,146570,5037
78090,2823,29927,5591,226402,5664,164528,5037
83652,2004,31620,2430,237322,4891,150362,4350
85597,2059,31962,1727,174993,5105,167066,5532
85483,2798,32098,4038,200945,5485,164619,5566
84586,2068,31923,997,196367,4760,145495,4521
84932,1394,31876,345,170932,5088,150102,4994
84497,2686,31599,3407,193876,4529,164055,5655
84612,2550,31992,2823,216040,5075,135493,4931
84647,1880,31850,1543,217188,4709,125574,3668
84391,2426,31685,3373,216224,5750,166337,5681
84996,2951,31927,3765,196994,5446,163504,5225
85431,1791,32077,1399,166439,4730,133535,4397
85256,1991,31918,1833,177863,4307,163479,5306
85350,2840,32051,2985,234029,5723,167724,5511
85896,2149,32200,2764,157891,4845,139929,4555
84872,1484,31872,921,158855,4973,148899,4908
84586,2712,31897,3164,203448,5630,168291,5523
84459,2503,31859,2870,200355,4781,160592,4760
84800,1663,31884,225,118289,3467,134208,4350
85056,2273,31941,3219,186104,5523,166849,5591
84838,2925,31987,3676,197186,5596,166670,5276
85149,1782,31966,592,130796,3689,137011,4376
84092,1962,31492,2328,160029,5147,166542,5498
84382,2883,31850,3864,180294,5437,166205,5710
83047,2119,31672,733,66560,3433,70672,3037
80560,1513,30750,2068,232996,5204,166619,4891
84245,2832,31753,4085,235009,5570,164636,5481
86105,2512,32333,3100,152192,4099,149257,4785
85299,1808,32051,199,140841,3526,139668,4550
84698,2157,31778,3475,189769,5600,166721,5570
84135,2912,31914,4038,209164,5506,164204,5067
84859,1919,31914,1689,148609,4402,155895,4316
85329,1932,31910,1901,204740,5250,155737,5306
85461,2776,31949,2819,201759,5284,167855,5515
85371,2174,32034,2362,156586,4811,144314,4627
85153,1505,31983,1394,142113,4982,145939,4943
84061,2669,31748,3403,193462,5647,167093,5450
84616,2593,31979,3168,116878,5113,147393,4777
84672,1774,31992,584,155797,4487,112373,4546
83908,2243,31872,3177,69141,4362,91659,4320
77109,3335,30170,2648,179480,4316,129167,4935
76017,1966,29935,1611,159665,3634,94841,3970
75803,1987,29709,3071,170325,4107,119386,5071
75761,3117,29774,3096,215554,4461,150294,5118
75795,2413,29859,1518,179275,3826,110863,4265
75782,1748,29757,1987,166291,3868,112527,4546
75621,2883,29769,3339,205052,4499,149735,5468
75667,2661,29692,1923,187964,4120,123344,4431
75791,1880,29808,404,161777,3450,88865,4055
75646,2315,29654,2243,198509,4614,145794,5255
75569,3088,29645,3570,196086,4345,139276,4879
75837,2025,29833,1023,169400,3629,103291,3996
75735,2089,29700,2230,175334,4034,116609,5058
75543,3058,29700,4201,205598,4572,152593,5143
75735,2457,29803,2789,176489,3685,105531,4107
75778,1684,29791,2354,170629,3659,118537,4423
75471,2802,29769,4410,208443,4474,164725,5181
78862,2379,30341,4393,233982,5096,167305,4687
82539,1799,31446,840,235095,4734,167779,4448
85107,2222,32004,2371,227144,5519,165403,5583
85794,2798,32140,3088,164767,4504,167066,5109
85627,1791,32106,255,185281,4683,142454,4431
85665,1867,31979,1620,179236,5050,161295,5477
84595,2793,31893,3236,165369,5314,167378,5562
84113,2290,31927,1262,227860,5079,148182,4734
84032,1547,31765,933,117786,4943,127485,4768
83759,2712,31603,3378,215947,5160,69205,4072
79937,2588,30648,1693,122747,4072,113568,4362
76349,1825,30055,588,141716,3249,86575,4129
75884,2277,29679,3851,200266,4546,147325,5293
75731,3147,29837,3122,195663,4320,132976,4836
75888,2030,29922,1433,171268,3557,106464,4060
75791,2047,29726,3079,181011,4017,127584,5126
75642,3105,29743,4470,211395,4580,153062,5156
75795,2392,29786,1394,183217,3668,110872,4180
75816,1723,29778,1949,181553,3672,108517,4584
75829,2874,29769,3890,203004,4601,149735,4977
79122,2324,30246,4470,228313,5468,165369,4614
84859,1735,32009,2260,222212,4487,109613,4448
85521,2106,32106,3570,186057,5489,167199,5540
84484,2904,31787,2900,145031,4393,138500,5173
83750,1867,32239,165,229917,4948,146988,4410
83136,2089,31492,2789,186061,4977,118511,5460
84710,2751,32064,4320,239220,5715,167557,5485
86156,2192,32196,819,186232,4738,167353,4555
86131,1488,32191,831,192076,4734,157481,4798
86092,2601,32153,3399,216381,5557,165096,5608
85512,2554,32157,1812,235078,5156,164827,4914
85836,1697,32269,1437,190596,4389,137327,4368
85470,2170,31945,3156,233512,5642,167745,5386
85661,2861,32000,3266,214313,5498,166043,5306
85170,1799,32043,1888,177479,4738,156641,4465
84920,1953,32030,2559,152363,4956,144519,5255
84522,2802,32047,2669,172923,4380,166465,5468
84296,2349,31953,1632,153386,4806,138777,4525
84889,1539,31975,1560,169596,4785,153153,4747
85218,2635,32047,2959,198359,5454,166606,5672
84924,2512,32094,3105,163108,5369,148546,4751
85077,1611,32009,1684,153792,4345,121604,4572
85034,2226,31893,2345,179488,5412,166896,5733
84599,2827,31821,3839,181890,5020,167502,5033
85026,1871,32089,362,159555,3574,166854,4260
85508,1897,32136,1450,143840,4965,167775,5477
84932,2883,32034,3970,233077,5915,164951,5481
84590,2201,31761,972,224448,5011,146476,4734
84450,1624,31765,1778,140428,4999,159056,4918
84535,2785,31987,4316,201269,4618,166738,5727
83618,2610,31560,1718,205671,5545,155938,4853
83567,1966,31782,1355,160706,4260,117172,4461
84607,2247,31770,2955,198615,5788,167578,5818
85252,2785,32094,3992,210435,5255,167233,5221
85461,1915,32051,609,158027,4516,148775,4316
85431,1837,32030,2639,178686,4948,163794,5374
85158,2815,31996,4252,198820,5698,167690,5523
85218,2264,31987,2593,168423,4870,152256,4658
85210,1501,32077,1573,159705,4845,145666,4798
85466,2730,32043,3276,234856,5818,167950,5664
85474,2656,32077,1642,180474,5331,167002,4891
85013,1701,31897,882,132477,4734,124112,4393
85286,2239,32013,3672,197929,5835,164119,5881
84522,2844,31897,2989,239787,5511,164886,5276
85716,1791,32111,2426,160344,4666,139963,4380
85193,1803,31987,1411,207757,5276,160579,5323
85329,2776,31931,3659,170189,5549,167668,5408
85073,2243,32000,942,205440,5045,132187,4653
84522,1539,31825,2004,158135,5079,144919,4969
83311,2742,31757,4047,75356,4282,93451,4324
76836,2682,30157,3382,169903,3958,121092,4542
76013,1983,29871,1808,141985,3390,92291,4055
75723,2303,29743,3318,184074,4593,141135,5395
75428,3211,29730,2644,199984,4260,130847,4576
78047,1880,30161,3335,227148,5054,167169,4333
82099,2072,31407,1680,193522,4047,159218,5181
85000,2836,32051,3621,238844,5613,167506,5659
86331,2286,32316,831,203840,4887,161138,4542
86118,1433,32204,336,203887,4768,159517,4952
85785,2747,32208,3015,230023,5523,167322,5651
85529,2614,32111,2665,203819,5301,168172,4914
85853,1774,32239,2110,134558,4461,144113,4385
85358,2059,31949,2695,203184,5737,165121,5710
85145,2844,32043,3305,202083,5352,167673,5369
84937,1932,32047,609,201140,4789,138086,4482
85734,1957,32077,1697,150725,4738,147687,5208
84429,2793,31935,2900,231004,5813,166657,5737
84237,2405,31927,2269,230599,5058,161752,4641
85170,1539,32013,567,158207,4836,149352,4914
85495,2738,32094,3066,206422,5494,167161,5693
85193,2491,31918,1833,184159,5160,160962,4883
