525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
26190,2457,32529,3117,85449,6398,117363,5839
25964,2793,32640,3429,83938,5945,103671,5284
26225,2055,32635,3583,68659,5403,88404,4584
26126,2161,32491,2281,77441,5830,101726,5540
26041,2942,32563,3595,92482,6296,115479,5681
26139,2451,32631,3270,71998,5621,87999,4794
26208,1731,32443,3284,69124,5754,94862,5181
26003,2738,32618,4495,87650,6355,113614,5826
26062,2597,32635,3919,81938,5928,95430,5084
26233,1940,32601,1198,56979,5340,82624,4713
26109,2366,32529,2993,84450,6406,112680,5890
26062,2866,32601,4777,86327,6091,105070,5301
26194,2106,32525,2857,64709,5357,85256,4662
26156,2102,32525,3539,140155,5195,219231,5071
28229,2686,32819,3407,126603,5591,147966,5395
29137,2349,33480,1240,74170,5075,91100,4436
29466,1710,33262,1411,74925,5054,91919,4755
29782,2759,33655,2690,85568,5801,111128,5416
29688,2618,33535,2576,71598,5468,91671,4828
29518,1769,33825,639,37162,3570,110773,4316
29048,2426,33664,2925,106115,5634,119851,5361
29577,2793,33514,3143,79771,5391,94901,4994
29837,2025,33604,1121,64934,4960,72366,4299
29688,2081,33539,2345,67421,5528,91654,5187
29262,2866,33569,4256,77787,5920,96539,5750
28105,2243,33357,2447,32034,4294,71691,5011
26441,1744,32674,1642,50760,5719,90371,5101
26062,2861,32580,4726,88127,6308,115192,5779
25921,2605,32580,4175,79502,5864,97882,5050
26122,2008,32491,2230,58724,5199,84539,4794
26011,2405,32481,3253,82275,6279,114620,5698
25977,2980,32464,4354,84070,5971,104733,5382
26139,2093,32538,2810,66978,5437,85665,4679
26134,2209,32430,2661,70557,5886,101568,5562
25998,2878,32542,5003,142113,5553,220055,5208
28191,2076,32891,1689,43765,4576,30614,4465
26945,1697,32290,1949,143315,4973,200065,4610
28396,2627,33045,3301,86268,5813,91817,4704
27410,2499,33109,4004,46473,4589,88425,5096
26327,1962,32674,2264,45130,5272,80961,4726
26143,2451,32572,4627,88929,6317,118967,5894
25943,2938,32601,3270,88750,6120,110521,5340
26122,2042,32533,1735,68667,5454,85951,4679
