525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
77207,51716,58143,101248,123843,88340,129529,136265
77117,51741,58084,101666,124287,88852,129977,136938
76955,51362,57542,100962,123963,88204,129499,136324
77156,51648,58297,101653,124141,88425,129768,136521
76409,51011,57572,101078,123997,88473,129675,136585
77348,52014,57982,101465,124035,88446,129516,136623
76785,51255,57944,101393,123988,88469,129789,136674
76823,51233,57611,100817,123817,88289,129482,136397
77305,52091,58357,101772,124291,88801,129938,136767
76508,51076,57491,100898,123890,88268,129597,136521
77241,51779,58114,101359,123847,88255,129470,136337
76785,51417,57986,101556,124137,88639,129815,136836
76849,51297,57559,100873,123919,88255,129529,136303
77100,51677,58259,101649,124044,88425,129618,136469
76503,51033,57559,100996,123946,88460,129640,136674
77399,52057,58046,101478,124044,88452,129584,136388
76707,51238,57918,101448,124052,88353,129696,136644
76836,51242,57603,100945,123830,88234,129440,136422
77322,52120,58297,101897,124215,88715,129836,136777
76448,51020,57436,100839,123907,88315,129610,136388
77185,51686,58029,101329,123826,88298,129504,136397
76772,51434,57862,101389,124065,88554,129862,136733
76832,51379,57415,100873,123830,88276,129448,136418
77049,51707,58297,101670,124129,88490,129692,136401
76440,50990,57474,100907,123942,88434,129567,136593
77339,51967,58075,101478,124086,88464,129580,136448
76682,51136,57986,101321,124010,88438,129747,136585
76755,51208,57563,100839,123724,88118,129371,136431
77276,52052,58246,101781,124249,88771,129862,136767
76396,50888,57402,100646,123907,88276,129593,136350
77177,51694,58050,101363,123860,88191,129504,136295
77041,51699,57965,101590,124175,88776,129913,136866
76925,51341,57470,100881,123877,88302,129470,136320
77139,51758,58234,101564,124048,88421,129657,136504
76434,51131,57521,101044,123950,88383,129644,136657
77356,52035,58016,101508,124120,88583,129665,136380
76772,51280,57956,101385,124116,88412,129794,136640
76874,51280,57658,100962,123775,88298,129572,136409
77382,52082,58221,101909,124300,88639,129836,136773
76520,50982,57440,100915,123881,88366,129593,136477
77267,51830,58101,101308,124044,88357,129606,136341
76832,51502,57986,101516,124141,88600,129952,136892
76908,51468,57512,100843,123894,88340,129559,136341
77164,51686,58323,101683,124056,88464,129675,136551
76554,51097,57542,101184,123907,88507,129734,136619
77412,52112,58020,101516,124188,88370,129525,136414
76669,51199,57888,101329,124044,88446,129721,136657
76768,51276,57589,100894,123775,88165,129362,136435
77301,51980,58331,101871,124261,88771,129823,136767
76294,50943,57402,100809,123839,88289,129610,136388
77215,51677,58109,101287,123902,88196,129444,136278
76798,51481,57944,101440,124158,88617,129823,136773
76844,51310,57529,100775,123946,88315,129555,136358
77241,51796,58331,101602,124001,88528,129687,136568
76563,51007,57546,101022,124001,88310,129683,136712
77450,52069,58046,101521,124065,88515,129614,136486
76661,51301,57841,101419,124031,88481,129709,136627
76819,51182,57589,100932,123788,88272,129499,136367
77403,52035,58310,101789,124334,88750,129879,136828
76563,51016,57470,100932,123942,88349,129640,136551
77331,51784,58139,101218,123950,88353,129474,136324
76921,51545,57995,101564,124180,88660,129904,136802
76998,51301,57491,100800,123959,88200,129555,136256
77147,51767,58293,101683,124073,88490,129726,136469
76639,51136,57568,100941,123976,88452,129683,136657
77446,52116,58054,101602,124107,88554,129610,136521
76695,51314,57901,101359,124150,88469,129823,136648
76823,51280,57637,100856,123732,88234,129482,136384
77314,51946,58268,101798,124257,88583,129802,136640
76533,51068,57419,100843,123839,88344,129635,136529
77301,51813,58131,101363,123942,88327,129576,136380
76747,51494,57986,101615,124129,88681,129798,136938
76968,51489,57517,100762,123976,88238,129580,136320
77202,51758,58263,101542,124022,88429,129623,136580
76576,51045,57551,100979,123971,88481,129738,136602
77509,52143,58041,101533,124197,88421,129614,136397
76776,51349,57982,101260,124044,88520,129687,136704
76861,51306,57637,100911,123834,88135,129362,136405
77399,52044,58331,101952,124244,88630,129806,136798
76495,51072,57364,100839,123834,88408,129652,136546
77288,51767,58058,101389,123856,88315,129495,136494
76823,51549,58020,101624,124171,88520,129849,136934
77024,51400,57483,100834,123873,88251,129550,136443
77177,51673,58272,101679,124052,88408,129700,136490
76525,50994,57508,101107,123936,88408,129644,136661
77437,52052,58050,101546,124163,88532,129627,136431
76798,51345,57893,101414,123988,88494,129721,136704
