525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
57120,74955,38241,118400,95476,243396,104392,226567
56911,74741,37319,118434,95250,243029,104251,226444
57051,74976,38189,118605,95315,243178,104447,226546
57095,75027,38288,118400,95447,243247,104528,226453
57150,74802,38266,118332,95434,243161,104366,226385
56877,74993,38296,118486,95328,243251,104481,226499
57000,74933,38172,118558,95408,243417,104635,226641
57137,74882,38296,118328,95540,243220,104528,226329
57078,74741,38466,118533,95485,243089,104576,226453
57129,75018,38377,118370,95472,243186,104545,226487
56983,74912,37179,118430,95413,243328,104392,226533
57069,74891,38180,118387,95144,243161,104259,226590
57017,75048,38377,118524,95391,243425,104426,226602
57039,75147,38138,118459,95332,243400,104263,226584
56890,74762,38172,118366,95263,243165,104136,226504
56920,74874,38159,118468,95199,243101,104294,226491
57086,75100,38381,118592,95498,243516,104443,226645
56979,74963,38176,118425,95481,243114,104337,226252
56924,74779,38300,118387,95315,243093,104345,226525
57163,75044,38343,118601,95476,243434,104485,226696
57091,75035,38228,118558,95571,243379,104490,226649
57103,74806,38364,118425,95374,242995,104379,226402
57129,74887,38339,118524,95408,243247,104405,226636
56928,75096,38125,118468,95387,243421,104409,226717
56818,74775,38210,118374,95140,242960,104098,226457
56839,74929,38197,118306,95140,243251,104183,226584
56890,75001,38121,118562,95332,243387,104195,226636
56715,74899,37196,118366,95195,243093,104081,226410
56672,74711,37336,118268,95093,243220,104178,226431
56809,74887,38202,118541,95246,243400,104320,226615
56835,74980,38095,118294,95319,243396,104217,226478
56835,74707,38228,118306,95174,242926,104191,226414
56822,74806,38210,118545,95294,243093,104119,226602
56770,75052,37059,118516,95328,243323,104140,226580
56651,74703,38168,118357,95101,243063,104021,226436
56715,74823,38210,118442,95148,243050,104212,226590
56890,75117,38159,118545,95379,243430,104221,226687
56693,74861,38129,118345,95140,243233,103990,226487
56515,74699,37964,118260,94871,243208,104034,226521
56740,74933,38296,118647,95195,243345,104303,226653
56932,74967,38049,118366,95315,243063,104242,226567
56664,74677,38193,118417,95315,243131,104234,226478
56979,74950,38309,118584,95195,243387,104072,226687
56672,75065,37951,118537,95118,243472,103829,226662
56433,74771,37955,118374,94708,243182,103752,226491
56528,74899,37912,118511,94704,243345,103645,226580
56310,75096,37668,118413,94691,243506,103632,226811
