525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
426502,110790,114335,131483,202782,455402,420005,718553
426130,111132,115452,132166,204454,455849,420735,718855
426668,110360,113772,131359,202744,455307,420215,718672
426382,110986,115171,131944,203687,455303,420078,718659
426122,110798,114501,131760,203781,455662,420714,718928
426830,110965,114404,131355,202753,455627,420215,718860
426301,111132,115206,132118,204365,455466,420479,718642
426540,110538,113870,131325,203017,455415,420351,718795
426608,111426,115435,132067,203815,455440,420488,718936
426276,110696,114377,131841,203601,455320,420261,718945
426707,110718,114364,131525,202958,455261,420018,718582
426208,111388,115589,132285,204545,455794,420786,719051
426801,110440,113755,131381,202898,455444,420176,718735
426233,111157,115325,131781,203777,455398,420321,718659
426216,110948,114689,131773,203960,455828,420735,719201
426890,110820,114326,131470,202868,455307,419878,718625
426113,111153,115342,132136,204365,455478,420329,718553
426498,110620,113960,131347,203116,455517,420393,718714
426583,111366,115491,131982,203832,455692,420261,718714
426153,110705,114561,131790,203730,455705,420389,718851
426728,110931,114408,131662,202962,455415,420035,718599
426208,111128,115448,132109,204382,455614,420744,719038
426638,110453,113742,131372,202761,455470,420147,718530
426344,111059,115282,131905,203764,455312,420155,718735
426088,110897,114574,131905,203908,455585,420649,719120
426672,110747,114296,131355,202782,455337,419822,718684
425990,111088,115269,132050,204246,455436,420488,718855
426331,110645,113866,131389,203098,455512,420329,718902
426352,111336,115333,131927,203857,455358,420496,718778
425973,110607,114438,131632,203692,455474,420530,719068
426369,110726,114305,131504,202702,455133,419694,718621
425789,111054,115380,132140,204454,455785,420824,718723
426460,110385,113704,131299,202860,455278,420304,718561
425990,111204,115214,131944,203777,455295,419882,718591
425857,110752,114552,131666,203743,455427,420568,718991
426408,110747,114267,131286,202757,455273,420073,718684
425658,111025,115162,132092,204352,455449,420564,718689
425956,110487,113866,131449,202902,455290,420244,718735
426084,111221,115418,131849,203819,455606,420466,718744
425687,110530,114381,131637,203704,455559,420475,719025
426408,110713,114322,131461,202851,455252,419830,718940
425909,111097,115388,132149,204263,455794,420799,719230
426391,110436,113742,131321,202873,455538,420240,718693
426011,111071,115196,131880,203658,455286,420155,718744
425607,110718,114450,131905,203948,455798,420718,718991
426348,110786,114395,131385,202919,455457,419822,718877
425619,111088,115218,132122,204297,455440,420471,718872
426079,110496,113900,131542,202932,455623,420120,718731
426101,111306,115538,131897,203874,455675,420363,718752
425649,110684,114442,131777,203798,455572,420368,718838
426369,110786,114296,131504,202970,455265,419766,718680
425704,111101,115410,132024,204399,455637,420773,718885
426267,110309,113789,131239,202782,455453,420223,718629
425965,110982,115227,131918,203658,455432,419984,718718
425764,110850,114574,131914,203921,455610,420547,718774
426374,110718,114326,131457,202839,455406,420164,718838
425628,110957,115206,131969,204340,455546,420410,718501
425918,110274,113831,131222,202928,455372,420189,718915
426058,111268,115657,131965,203870,455807,420492,718830
425870,110577,114416,131675,203751,455610,420266,718689
426263,110807,114369,131551,202833,455278,419937,718574
425768,110999,115427,132105,204416,455597,420837,718803
426335,110372,113725,131359,202911,455500,419984,718706
426041,111042,115274,131897,203802,455307,420022,718851
425764,110790,114650,131849,203785,455794,420649,719013
426399,110957,114425,131483,202890,455559,419946,718612
425721,111132,115354,132149,204386,455602,420526,718851
426174,110594,113887,131521,202996,455559,420329,718740
426062,111361,115521,131914,203921,455563,420454,718530
425738,110701,114450,131764,203785,455307,420492,718821
426195,110931,114352,131590,202839,455329,419925,718530
425525,111289,115384,132200,204348,455709,420670,718778
426118,110577,113862,131364,202911,455525,420219,718885
425909,111213,115346,131790,203635,455389,420159,718369
425607,110978,114557,131884,203973,455777,420560,718987
426348,110842,114421,131508,202816,455364,420133,718680
425687,110978,115240,132109,204289,455402,420462,718561
425986,110428,113793,131546,202953,455461,420219,718701
425760,111276,115500,131927,203828,455679,420266,718599
425641,110662,114399,131828,203802,455610,420488,718795
426101,110876,114463,131568,202975,455593,419732,718826
425649,111054,115427,132088,204523,455832,420897,718735
426165,110381,113862,131415,202949,455696,420325,718689
425866,111067,115295,131922,203832,455410,420099,718684
425675,110824,114599,131739,203840,455696,420585,718945
426352,110790,114416,131419,202890,455432,420014,718642
425645,110884,115257,131927,204327,455368,420530,718706
426165,110551,113930,131559,203034,455398,420424,718769
426105,111149,115534,131939,203904,455466,420483,718718
425777,110513,114412,131576,203601,455483,420551,718701
426255,110692,114408,131568,202787,455295,419920,718428
425768,111054,115465,132132,204515,455692,420863,719055
426147,110360,113721,131398,202885,455461,420261,718680
425785,111170,115291,131897,203840,455538,420240,718659
425777,110798,114612,131722,203832,455487,420577,718940
426318,110965,114476,131347,202821,455432,420185,718723
425533,111101,115261,131859,204212,455580,420509,718731
426011,110525,113866,131466,203026,455495,420334,718616
425909,111366,115483,132020,204016,455713,420492,718919
425265,110470,114322,131679,203521,455478,420496,718591
425948,110798,114241,131500,202744,455150,419891,718710
425307,111128,115405,132200,204386,455619,420854,718795
425832,110470,113772,131466,202958,455478,420103,718769
425597,111170,115325,132088,203730,455512,419984,718540
425342,110803,114603,131948,203960,455743,420761,719090
425931,110969,114408,131248,202821,455423,420189,718484
425269,110948,115248,132105,204327,455461,420488,718791
425709,110470,113755,131453,202979,455504,420291,718676
425542,111234,115491,131948,203965,455483,420471,718646
425209,110599,114416,131785,203648,455521,420475,718983
425683,110726,114347,131402,202894,455248,419766,718386
425082,111012,115384,132003,204557,455717,420769,719042
425597,110248,113772,131201,202727,455214,420010,718740
425095,111016,115354,131918,203811,455376,419874,718646
424839,110662,114540,131836,203734,455436,420577,718774
425334,110935,114506,131307,202821,455585,420240,718881
424544,111020,115240,131965,204399,455500,420526,718684
424809,110525,113977,131342,202979,455500,420283,718646
424591,111204,115479,131910,203965,455734,420424,718553
424173,110538,114455,131768,203755,455453,420393,718714
424156,110803,114360,131580,202787,455316,419728,718522
423704,111054,115487,131935,204391,455849,420816,719008
424668,110603,113835,131261,202907,455320,420215,718339
424553,111050,115291,131948,203879,455410,420147,718561
424224,110850,114668,131641,203879,455398,420735,718834
424949,110828,114531,131402,202757,455341,420185,718727
424314,111128,115278,132050,204395,455474,420334,718757
424770,110594,113972,131406,203017,455415,420312,718894
424740,111293,115551,131965,203853,455517,420261,718544
424399,110594,114433,131594,203768,455495,420479,718940
424996,110752,114364,131576,202983,455303,419826,718608
424420,111196,115551,131995,204429,455614,420892,718752
425099,110389,113742,131154,202782,455444,420232,718757
424975,111157,115303,131832,203879,455324,420107,718591
424851,110713,114595,131760,203921,455671,420683,718782
425533,110935,114501,131385,202856,455376,420022,718458
424877,111016,115218,131931,204194,455440,420406,718710
425188,110559,113985,131487,203051,455337,420244,718778
425222,111310,115585,131944,204041,455551,420236,718505
424826,110696,114574,131546,203717,455385,420346,718803
425269,110918,114472,131594,203085,455385,419933,718488
424685,111187,115431,131927,204489,455631,420761,718915
425103,110457,113900,131303,202860,455444,420278,718667
424936,111157,115346,131897,203896,455316,420073,718663
424612,110815,114629,131876,203973,455593,420670,718851
425269,110974,114523,131478,202919,455631,420014,718782
424365,110957,115183,132080,204357,455419,420458,718748
424685,110692,113917,131444,202847,455269,420274,718659
425158,111272,115568,131961,203921,455597,420611,718834
424945,110688,114352,131675,203696,455432,420441,718638
425243,110884,114373,131440,203000,455290,419882,718616
424566,111187,115513,131880,204489,455777,420687,718966
425209,110538,113810,131248,202787,455286,420385,718752
424915,111221,115312,131922,203931,455415,420168,718570
424788,110820,114523,131807,203891,455679,420683,718991
425256,110889,114544,131470,202736,455563,420107,718676
424501,111101,115261,132012,204331,455354,420414,718718
424992,110637,113917,131491,202983,455508,420368,718813
425239,111366,115551,131948,203960,455717,420270,718663
424796,110650,114369,131645,203623,455265,420437,718778
425201,110991,114433,131466,202885,455419,419997,718574
424765,111213,115401,132046,204348,455713,420892,718877
425222,110628,113827,131129,202770,455389,420181,718479
424847,111191,115384,131914,203845,455457,420124,718536
424659,110918,114668,131807,203704,455483,420735,718667
425218,110872,114557,131444,202983,455585,420193,718621
424314,111097,115350,131884,204323,455576,420475,718599
424685,110577,113943,131307,202932,455457,420210,718701
424574,111327,115530,131995,203986,455602,420261,718689
424049,110559,114412,131671,203709,455483,420454,718885
424382,110824,114425,131402,202907,455231,419647,718390
423734,111128,115435,132075,204425,455717,420765,718667
424659,110381,113738,131286,202731,455184,420185,718608
424356,111140,115286,131935,203755,455324,420048,718471
423768,110794,114574,131768,203866,455631,420693,718830
424604,111046,114433,131478,202736,455346,420022,718407
423955,110982,115235,131832,204327,455453,420410,718612
424310,110582,113879,131402,202983,455410,420368,718667
424646,111353,115530,131849,203857,455700,420437,718548
424429,110551,114373,131658,203631,455329,420363,718701
425103,110850,114364,131529,202791,455112,419851,718437
424702,111179,115508,131939,204519,455722,420718,718629
425112,110423,113750,131295,202894,455376,420261,718650
424851,111016,115312,131897,203751,455329,419971,718437
424731,110633,114582,131790,203948,455666,420807,718838
425436,110884,114489,131415,202873,455534,420210,718561
424868,111025,115235,131893,204310,455393,420317,718731
425154,110624,113994,131432,203021,455354,420338,718782
425004,111349,115555,132033,203999,455910,420492,718795
424710,110559,114416,131645,203580,455483,420385,718655
425239,110940,114404,131487,202953,455316,420001,718710
424365,111153,115380,132058,204511,455747,420837,719059
425116,110508,113746,131278,202774,455432,420283,718565
424753,111042,115248,131828,203870,455402,420193,718752
424352,110603,114381,131679,203777,455597,420590,718911
424782,110794,114373,131351,202787,455393,420082,718646
424412,110957,115124,132046,204301,455436,420261,718826
424663,110466,113797,131222,202877,455329,420312,718659
424885,111293,115564,131999,203999,455679,420543,718851
424492,110487,114245,131713,203623,455307,420410,718655
424953,110923,114301,131611,203030,455265,420044,718680
424318,111093,115350,132080,204310,455734,420799,719137
424919,110565,113823,131303,202911,455461,420090,718769
425043,111196,115320,131948,203904,455508,420018,718587
424788,110756,114591,131811,203811,455538,420693,718957
425474,110961,114438,131290,202851,455555,420005,718595
424873,111084,115295,132054,204416,455457,420513,718748
425124,110705,113943,131355,202966,455385,420380,718803
425351,111443,115508,131986,203828,455705,420551,718761
425043,110521,114339,131491,203491,455398,420496,718578
425355,111063,114421,131355,202881,455358,419779,718587
424868,111234,115435,132136,204498,455811,420880,719021
425406,110474,113841,131273,202668,455572,420317,718621
425047,111080,115388,131986,203935,455248,420155,718522
424659,110743,114646,131700,203687,455372,420756,718667
425546,110897,114412,131355,202868,455381,420168,718484
424817,110961,115269,131978,204318,455299,420564,718625
425175,110662,114108,131500,203030,455521,420385,718536
425351,111384,115708,131995,204045,455956,420402,718752
425047,110633,114408,131662,203683,455478,420389,718838
425414,111012,114523,131432,202825,455222,419916,718458
425311,111183,115564,132050,204442,455807,420670,718991
425760,110547,113835,131351,202894,455286,420223,718855
425431,111366,115303,131961,204033,455525,420014,718655
425150,110952,114489,131819,203896,455705,420577,718881
425675,111101,114506,131534,202928,455436,420048,718540
425095,111029,115206,131965,204378,455654,420496,718868
425389,110662,113870,131359,202864,455393,420253,718587
425499,111430,115496,131876,203973,455559,420479,718676
425061,110586,114399,131444,203687,455415,420488,718838
425351,110999,114433,131611,202945,455265,419860,718587
424826,111234,115363,132118,204442,455637,420693,719000
425311,110542,113835,131239,202663,455402,420261,718672
424992,111255,115261,131978,203734,455423,419933,718403
424941,110872,114535,131559,203828,455692,420513,718791
425342,111153,114489,131444,202907,455495,420215,718488
424544,111033,115149,132046,204357,455538,420363,718752
424774,110611,113875,131466,203081,455333,420137,718735
424958,111409,115581,131905,203840,455666,420428,718740
424642,110662,114258,131658,203555,455410,420410,718782
425026,111088,114544,131563,202962,455171,419809,718513
424509,111221,115265,131884,204463,455896,420765,719000
425009,110525,113917,131108,202774,455389,420295,718582
424761,111405,115282,132063,203913,455538,420052,718650
424617,110969,114574,131849,203819,455572,420602,718966
425073,111063,114540,131525,202902,455312,420073,718714
424416,111157,115183,132029,204378,455692,420492,718595
424778,110599,113862,131449,202966,455163,420193,718689
