525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
42561,41354,34077,105091,80078,97170,70087,231627
42476,41490,34142,105292,80227,97213,70109,231771
42544,41576,34146,105420,80184,97455,70212,231794
42514,41585,34009,105266,80188,97281,70130,231538
42600,41376,34256,105211,80154,97017,70100,231891
42582,41581,34197,105399,80270,97482,70229,231879
42660,41661,34142,105228,80227,97362,70195,231512
42442,41350,34098,105211,80095,97072,70096,231362
42605,41555,34201,105330,80184,97268,70165,231742
42677,41687,34094,105304,80244,97438,70237,231712
42548,41380,34102,105194,80205,97012,70155,231657
42544,41431,34265,105364,80150,97196,70178,231720
42694,41649,34159,105360,80222,97319,70280,231870
42622,41542,33962,105364,80256,97188,70186,231555
42578,41376,34239,105232,80099,97144,70100,231494
42643,41517,34171,105219,80239,97387,70195,231811
42651,41678,34005,105164,80317,97196,70203,231725
42455,41320,34150,105173,80023,97034,70066,231494
42596,41496,34214,105262,80146,97319,70178,231652
42651,41670,34060,105279,80287,97400,70246,231750
42493,41397,33996,105130,80057,96995,70113,231627
42493,41456,34193,105395,80120,97148,70161,231699
42578,41615,34102,105360,80201,97379,70250,231823
42514,41482,34005,105245,80300,97157,70173,231623
42502,41346,34193,104976,80052,96987,70079,231409
42455,41585,34115,105372,80163,97362,70195,231644
42651,41649,34094,105262,80291,97396,70250,231708
42536,41371,34197,105151,80137,97127,70143,231674
42609,41559,34273,105386,80244,97268,70229,231716
42656,41678,34150,105382,80376,97311,70246,231644
42536,41465,34000,105219,80167,97068,70104,231589
42502,41456,34222,105355,80266,97205,70178,231597
42651,41649,34197,105296,80330,97324,70314,231720
42643,41486,34030,105283,80266,97178,70169,231477
42553,41380,34235,105211,80154,97029,70143,231669
42570,41623,34295,105330,80304,97264,70254,231771
42741,41649,33954,105287,80252,97277,70155,231746
42523,41308,34231,105296,80112,97038,70169,231648
42544,41530,34142,105338,80188,97277,70246,231674
42656,41708,34205,105338,80317,97482,70335,231789
42673,41410,34244,105249,80270,97072,70190,231665
42502,41490,34205,105266,80142,97247,70203,231798
42741,41687,34188,105450,80355,97366,70284,231754
42548,41478,34094,105122,80231,97119,70155,231699
42596,41422,34180,105296,80099,97059,70100,231733
42626,41589,34290,105378,80330,97273,70220,231614
42613,41623,34005,105245,80304,97302,70237,231767
42442,41308,34193,105224,80167,97127,70190,231584
42544,41623,34188,105253,80176,97311,70182,231802
42582,41700,34081,105382,80385,97438,70263,231840
42536,41397,34051,105296,80188,97046,70138,231486
42531,41517,34129,105360,80137,97324,70121,231815
42639,41657,34188,105412,80351,97379,70258,231904
42605,41517,34073,105275,80163,97285,70182,231504
42544,41478,34171,105236,80099,97157,70147,231661
42651,41589,34269,105304,80317,97430,70173,231652
42685,41678,34098,105270,80244,97349,70207,231610
42536,41452,34218,105343,80176,97148,70113,231682
42514,41547,34154,105309,80129,97392,70190,231785
