525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
59487,80675,38739,131944,103479,85917,114262,152922
59548,80709,38667,131901,103543,86109,114442,152836
59582,80726,38633,131637,103539,85811,114330,152692
59504,80586,38684,131739,103402,85845,114313,152853
59582,80897,38701,132067,103581,86139,114480,152874
59701,80705,38561,131893,103526,86029,114360,152823
59560,80586,38697,131884,103385,85909,114241,152704
59560,80624,38663,131927,103393,85875,114391,152751
59718,80922,38667,131956,103717,86041,114450,152794
59582,80427,38752,131658,103440,85802,114305,152794
59582,80649,38731,131893,103560,85807,114429,152909
59658,80863,38748,131893,103594,86173,114561,152866
59620,80679,38637,131734,103484,85904,114347,152704
59474,80552,38684,131798,103461,85917,114339,152832
59611,80816,38722,131939,103556,85955,114404,153024
59692,80649,38620,131849,103556,85968,114429,152819
59504,80436,38680,131794,103453,85726,114326,152802
59556,80615,38718,131845,103518,85995,114373,152884
59607,80777,38510,131836,103505,86016,114395,152922
59466,80351,38692,131756,103393,85614,114250,152619
59539,80615,38650,131876,103368,85798,114233,152836
59518,80781,38641,131876,103590,86139,114484,152794
59436,80658,38535,131790,103376,85879,114275,152730
59462,80577,38646,131935,103372,85811,114318,152892
59701,80846,38752,131995,103573,85977,114412,152905
59760,80764,38582,131713,103522,85926,114343,152857
59389,80521,38658,131880,103389,85798,114318,152772
59487,80543,38760,131871,103415,85981,114387,152969
59599,80833,38569,131777,103581,86063,114330,152897
59415,80402,38646,131832,103467,85785,114322,152794
59406,80709,38684,131927,103440,85930,114262,152884
59658,80705,38705,131859,103577,86135,114408,152999
59526,80675,38603,131637,103444,85879,114318,152734
59419,80457,38582,131956,103321,85777,114199,152709
59590,80768,38620,131973,103432,85981,114309,152969
59611,80722,38535,131836,103457,85883,114364,152721
59508,80500,38743,131675,103419,85623,114199,152567
59586,80683,38675,131927,103402,85815,114330,152764
59611,80871,38629,131931,103611,86033,114399,152888
59599,80500,38688,131671,103471,85836,114381,152768
59556,80632,38671,131781,103496,85841,114313,152798
59633,80734,38620,131888,103628,86054,114395,152836
59535,80666,38629,131773,103364,85875,114279,152649
59479,80508,38582,131893,103308,85743,114207,152713
