525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
95237,118780,39380,139139,313834,231819,280669,543679
95225,118946,39409,139272,314047,232335,280746,544089
95421,118891,39302,139190,314405,232565,280963,543879
95152,118728,39312,139127,313859,231934,280669,543674
95319,118891,39392,139242,313881,232152,280682,543759
95336,118861,39384,139323,314175,232744,281040,544037
95229,118814,39170,139195,313971,232271,280809,543645
95199,118942,39367,139156,313689,231968,280644,543755
95294,118886,39346,139230,314149,232484,280856,544127
95353,118869,39320,139097,314200,232429,280839,543867
95118,118823,39388,139144,313629,231913,280661,543687
95233,118937,39384,139247,313958,232416,280750,544037
95285,118823,39264,139195,314235,232621,280856,543888
95114,118763,39277,139033,313578,231823,280553,543653
95220,118840,39397,139234,313838,232135,280758,543755
95285,118891,39341,139178,314158,232693,281053,544174
95237,118818,39187,139190,313791,232241,280733,543628
95302,118878,39375,139251,313757,231870,280634,543674
95259,118954,39358,139289,314039,232596,280968,544089
95294,118861,39234,139220,314188,232459,280839,543952
95174,118806,39341,139105,313783,231887,280579,543662
95237,118886,39302,139161,313876,232357,280809,544123
95340,118818,39272,139276,314367,232668,280894,543998
95157,118767,39329,139165,313711,231883,280621,543611
95250,118886,39401,139259,313800,232173,280682,543806
95306,118912,39302,139289,314060,232625,281078,544131
95216,118818,39268,139195,314094,232207,280818,543725
95285,118861,39409,139281,313671,231951,280673,543781
95366,118857,39363,139255,314081,232561,280877,544045
95281,118793,39268,139114,314235,232476,280852,543922
95148,118848,39316,139224,313706,231777,280596,543725
95237,118942,39371,139212,313927,232454,280925,544007
95357,118916,39209,139131,314465,232625,280968,543867
95131,118694,39251,139118,313766,231849,280644,543666
95328,118899,39422,139182,313915,232181,280809,543850
95353,118844,39337,139255,314278,232736,281006,544165
95225,118776,39234,139148,314001,232335,280822,543683
95267,118793,39392,139165,313779,232023,280682,543670
95328,118942,39414,139315,314009,232578,280903,544066
95271,118784,39158,139139,314128,232391,280903,544032
95220,118784,39341,139131,313646,231832,280549,543572
95289,118908,39354,139251,313893,232296,280831,544011
95311,118903,39306,139186,314274,232651,281014,543977
95131,118741,39281,139084,313779,231823,280575,543512
95254,118874,39392,139285,313872,232109,280724,543725
95485,118925,39384,139212,314166,232749,281006,544135
95208,118728,39132,139169,314069,232266,280729,543776
95203,118869,39409,139268,313625,231955,280682,543674
95306,118976,39329,139272,314047,232497,280907,543935
95315,118797,39251,139114,313996,232522,280792,543935
95306,118857,39473,139220,313616,231951,280609,543537
95281,118878,39380,139199,313745,232344,280877,544003
95345,118844,39294,139242,314342,232613,280938,543952
95182,118793,39277,139127,313745,231870,280699,543615
95277,118886,39298,139173,313715,232058,280669,543867
95370,118891,39363,139285,314265,232757,281019,544127
95250,118806,39187,139084,314001,232258,280729,543611
95246,118874,39337,139207,313557,231985,280566,543776
95271,118920,39329,139357,314060,232586,280917,544110
95336,118844,39243,139156,314235,232488,280938,543973
95250,118844,39392,139169,313569,231840,280583,543717
95267,118784,39333,139285,313834,232305,280899,543964
95277,118899,39306,139302,314171,232719,280972,544020
95106,118728,39209,139131,313671,231908,280661,543589
95178,118899,39329,139357,313702,232036,280720,543755
95323,118895,39384,139293,314052,232710,280959,544165
95250,118823,39162,139156,314001,232130,280686,543602
95131,118772,39346,139139,313706,232044,280669,543734
95328,118878,39418,139332,314064,232527,280860,544024
95246,118852,39213,139165,314166,232442,280809,543871
95242,118728,39354,139230,313732,231887,280600,543645
95328,118925,39422,139327,313821,232369,280938,543952
95298,118840,39289,139340,314452,232625,280993,543990
95161,118690,39294,139173,313715,231828,280583,543649
95140,118891,39329,139285,313779,232169,280788,543875
95353,118997,39380,139319,314141,232761,281002,544203
95165,118724,39234,139139,314018,232241,280656,543577
95161,118831,39333,139071,313646,231891,280579,543657
95199,118916,39312,139340,313992,232544,280737,543884
95246,118831,39170,139199,314001,232403,280741,543679
95182,118806,39371,139127,313603,231874,280502,543615
95195,118899,39363,139199,313698,232309,280754,543828
95311,118963,39363,139216,314145,232647,280903,543969
95157,118711,39264,139101,313625,231845,280669,543598
95216,118912,39367,139259,313927,232044,280767,543768
95340,118920,39435,139242,314333,232638,281061,544089
95233,118728,39183,139084,314077,232164,280644,543469
95212,118797,39384,139152,313770,231815,280626,543674
95366,118899,39422,139247,314137,232518,280869,544037
95319,118865,39247,139156,314240,232471,280860,543789
95186,118772,39272,139080,313796,231806,280678,543611
95315,118929,39392,139207,313958,232309,280801,543820
95323,118852,39294,139152,314363,232625,280934,543871
95203,118677,39298,139212,313834,231866,280703,543598
95229,118916,39324,139281,313868,232027,280703,543747
95267,118891,39426,139199,314192,232719,281019,544118
95281,118789,39302,139097,314154,232194,280733,543632
95254,118874,39358,139131,313783,231947,280644,543649
95298,118882,39499,139344,314149,232442,280963,544093
95391,118844,39268,139230,314265,232630,280788,543816
95242,118899,39435,139190,313732,231874,280592,543516
95336,118899,39392,139220,313927,232249,280780,543789
95298,118835,39306,139238,314312,232710,280968,543841
95186,118698,39346,139114,313745,231781,280596,543543
95199,118840,39397,139234,313813,232010,280656,543615
95353,118925,39341,139251,314209,232689,280934,543952
95199,118772,39217,139114,314030,232164,280686,543529
95182,118852,39316,139203,313552,231862,280741,543564
95298,118916,39367,139207,314056,232505,280860,543888
95366,118797,39260,139190,314137,232442,280921,543653
95225,118818,39388,139165,313825,231896,280661,543670
95225,118946,39397,139199,313881,232296,280809,543785
95263,118929,39367,139264,314320,232698,281053,543806
