525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
95430,131615,47527,151492,319179,247772,278477,612172
95493,131700,47604,151655,319012,247495,278468,612453
95554,131705,47765,151765,319537,248151,278668,612777
95523,131611,47582,151536,319404,248066,278545,612606
95485,131700,47646,151591,319089,247418,278395,612253
95489,131726,47727,151796,319179,247952,278532,612731
95618,131751,47655,151629,319597,248157,278698,612612
95421,131628,47663,151583,319080,247452,278553,612299
95481,131654,47706,151646,318987,247747,278574,612581
95601,131726,47718,151680,319490,248246,278805,612854
95527,131658,47595,151676,319234,247810,278579,612304
95408,131713,47731,151689,319055,247666,278477,612449
95558,131730,47744,151774,319251,248130,278719,612709
95502,131586,47519,151629,319478,248058,278596,612637
95481,131683,47735,151608,318885,247440,278361,612282
95481,131692,47650,151702,319239,247874,278460,612671
95532,131785,47684,151595,319588,248109,278733,612777
95379,131568,47663,151595,318987,247431,278408,612244
95489,131713,47765,151744,319213,247742,278489,612500
95519,131632,47735,151625,319507,248220,278771,612714
95408,131559,47519,151570,319171,247802,278446,612185
95562,131675,47689,151574,319008,247584,278365,612333
95493,131679,47727,151736,319277,248071,278681,612598
95502,131529,47557,151553,319465,248032,278557,612551
95540,131662,47800,151634,318961,247478,278348,612206
95550,131739,47769,151748,319209,247861,278566,612612
95567,131739,47574,151566,319614,248263,278638,612718
95315,131551,47710,151591,319021,247346,278340,612214
95455,131722,47740,151621,318898,247687,278403,612381
95618,131679,47740,151719,319541,248212,278767,612589
95451,131624,47591,151549,319114,247802,278472,612176
95510,131705,47740,151527,318919,247495,278412,612329
95523,131730,47775,151740,319332,248130,278562,612697
95523,131666,47587,151617,319516,247994,278647,612560
95515,131692,47783,151672,318940,247478,278420,612261
95532,131777,47672,151774,319222,247960,278596,612667
95622,131713,47676,151638,319652,248229,278719,612752
95476,131563,47659,151642,318970,247401,278403,612299
95472,131722,47714,151702,319055,247687,278498,612521
95584,131683,47710,151693,319635,248250,278767,612709
95459,131551,47565,151536,319145,247768,278549,612168
95506,131658,47625,151634,318893,247525,278382,612445
95567,131683,47655,151744,319345,248079,278638,612731
95455,131538,47578,151561,319383,247960,278583,612470
95510,131658,47731,151604,319017,247474,278429,612159
95464,131709,47701,151740,319268,247901,278579,612555
95613,131764,47727,151668,319648,248178,278737,612564
95366,131538,47693,151544,319017,247435,278446,612287
95502,131730,47693,151702,319097,247704,278574,612496
95540,131717,47740,151723,319478,248322,278796,612803
95425,131586,47642,151463,319114,247700,278570,612248
95464,131641,47723,151634,319025,247461,278365,612432
95540,131743,47659,151685,319273,248134,278566,612705
95527,131654,47450,151505,319336,248015,278574,612458
95510,131675,47701,151629,318923,247503,278399,612377
95532,131739,47718,151651,319315,247956,278617,612650
95584,131764,47693,151710,319592,248066,278706,612667
95281,131559,47531,151471,318940,247410,278318,612146
95532,131730,47625,151668,319008,247576,278511,612339
95510,131662,47718,151629,319524,248100,278706,612743
95481,131624,47578,151561,319158,247823,278399,612151
95464,131743,47689,151600,319038,247401,278433,612253
95609,131764,47748,151693,319298,248071,278647,612731
95523,131620,47544,151497,319392,248037,278604,612555
95430,131709,47680,151676,318902,247461,278323,612325
95562,131734,47701,151744,319200,247926,278617,612633
95622,131747,47676,151608,319618,248288,278655,612629
95357,131525,47616,151544,319042,247367,278416,612231
95575,131709,47706,151693,318927,247679,278489,612509
95544,131705,47710,151774,319439,248267,278741,612705
95464,131590,47570,151557,319166,247884,278429,612287
95464,131628,47693,151638,318961,247550,278494,612407
95506,131688,47800,151668,319290,248143,278664,612633
95523,131705,47582,151625,319435,248041,278625,612479
95523,131756,47740,151621,318876,247482,278408,612377
95515,131760,47667,151706,319256,247960,278664,612663
95527,131734,47714,151655,319469,248229,278685,612616
95391,131645,47621,151566,318949,247423,278416,612304
95438,131777,47727,151651,319110,247636,278545,612483
95498,131586,47680,151625,319473,248225,278689,612820
95413,131521,47582,151621,319273,247832,278408,612151
95485,131713,47757,151612,318927,247533,278420,612453
95558,131743,47735,151727,319336,248182,278685,612684
95502,131580,47599,151629,319383,248105,278621,612513
95476,131717,47740,151672,318927,247384,278437,612470
95472,131747,47680,151753,319298,247960,278600,612629
95630,131824,47608,151659,319563,248229,278792,612633
95349,131624,47693,151583,318957,247418,278412,612087
95455,131679,47714,151668,319068,247619,278446,612351
95575,131649,47710,151748,319469,248250,278809,612931
95421,131586,47544,151523,319213,247768,278506,612176
95464,131666,47718,151625,318919,247499,278494,612411
95523,131683,47646,151774,319435,248143,278710,612654
95455,131603,47536,151540,319404,248058,278545,612577
95417,131683,47604,151587,318991,247495,278327,612270
95515,131764,47761,151753,319370,247844,278638,612479
95536,131654,47667,151655,319605,248259,278741,612538
95370,131590,47667,151595,318974,247350,278378,612151
95459,131700,47796,151727,319080,247687,278608,612504
95532,131641,47659,151668,319499,248280,278784,612807
95498,131662,47527,151591,319162,247755,278579,612253
95485,131632,47779,151672,318906,247584,278485,612308
95562,131730,47804,151663,319341,248092,278723,612594
95519,131662,47548,151591,319392,248066,278468,612466
95523,131743,47779,151621,318978,247401,278382,612189
95540,131683,47796,151710,319264,247861,278638,612568
95584,131730,47629,151659,319588,248220,278617,612496
95434,131563,47616,151505,319017,247384,278460,612333
95540,131768,47680,151744,319080,247645,278464,612479
95550,131764,47783,151646,319550,248212,278792,612680
95493,131641,47599,151540,319294,247819,278481,612325
95485,131734,47731,151753,318961,247542,278511,612492
95540,131785,47809,151782,319422,248113,278613,612629
95536,131679,47492,151689,319435,248028,278625,612470
95485,131705,47817,151659,318936,247495,278395,612343
95519,131713,47757,151651,319217,247853,278638,612765
95601,131705,47621,151693,319618,248169,278741,612470
95421,131508,47608,151595,318837,247324,278395,612074
95472,131700,47740,151655,319038,247640,278481,612223
95605,131615,47701,151625,319422,248169,278796,612748
95481,131521,47548,151501,319106,247874,278515,612193
95464,131688,47633,151604,319093,247503,278450,612364
95575,131751,47714,151646,319392,247973,278604,612568
95438,131551,47519,151519,319422,247973,278583,612449
95455,131620,47663,151621,318837,247444,278314,612193
95489,131692,47616,151693,319097,247901,278553,612462
95540,131696,47531,151685,319656,248174,278621,612577
95250,131525,47570,151549,319012,247384,278348,612343
95523,131713,47672,151719,319017,247588,278454,612462
95567,131679,47701,151714,319465,248147,278698,612794
95544,131611,47612,151536,319251,247747,278454,612052
95506,131692,47783,151621,318987,247584,278472,612316
95584,131730,47769,151788,319439,248161,278727,612633
95451,131679,47458,151544,319503,247994,278634,612449
95498,131734,47735,151676,318983,247342,278293,612398
95562,131807,47697,151651,319290,247874,278591,612543
95558,131624,47608,151706,319486,248100,278591,612390
95328,131508,47574,151467,318966,247393,278378,612151
95332,131628,47689,151663,318995,247628,278536,612411
95613,131688,47740,151663,319461,248216,278754,612602
95447,131559,47519,151403,319290,247725,278378,612151
95442,131658,47693,151617,318936,247452,278442,612347
95592,131611,47843,151706,319383,248225,278723,612688
95366,131594,47612,151540,319353,248020,278566,612504
95510,131598,47676,151600,318910,247486,278331,612227
95472,131747,47693,151744,319298,247878,278647,612675
95571,131683,47659,151659,319529,248066,278591,612419
95391,131495,47599,151509,318932,247346,278314,612202
95408,131713,47731,151566,319085,247605,278506,612377
95464,131637,47723,151757,319490,248237,278852,612671
95447,131546,47536,151544,319004,247776,278489,612142
95472,131607,47761,151595,318898,247580,278472,612223
95571,131658,47659,151753,319294,248045,278536,612620
95459,131615,47536,151583,319392,248092,278613,612368
95455,131654,47723,151519,318910,247303,278289,612244
95527,131832,47710,151736,319213,247935,278634,612620
95536,131654,47561,151748,319495,248143,278545,612479
95370,131534,47638,151621,318919,247410,278352,612095
95485,131658,47697,151638,319046,247567,278386,612402
95510,131649,47650,151629,319396,248157,278745,612684
95396,131649,47492,151497,319093,247823,278327,612078
95404,131730,47701,151621,318864,247554,278446,612368
95523,131785,47744,151685,319345,248151,278642,612620
95455,131580,47536,151544,319414,248105,278600,612466
95502,131726,47796,151706,318978,247495,278433,612261
95510,131849,47787,151714,319268,247896,278570,612633
95579,131794,47582,151757,319495,248225,278702,612424
95345,131637,47706,151617,319114,247414,278361,612253
95544,131726,47813,151748,319017,247588,278506,612509
95554,131722,47761,151727,319550,248165,278775,612637
95447,131555,47587,151608,319222,247827,278454,612210
95451,131683,47697,151561,319012,247537,278477,612424
95575,131785,47792,151778,319290,248178,278604,612739
95519,131586,47548,151591,319281,247977,278583,612466
95510,131658,47723,151638,318858,247533,278314,612287
95550,131764,47757,151655,319264,247909,278621,612543
95472,131713,47642,151736,319469,248126,278583,612594
95421,131576,47599,151536,318953,247406,278310,612142
95502,131760,47714,151638,319059,247738,278583,612492
95506,131700,47676,151706,319439,248178,278762,612782
95506,131594,47625,151612,319131,247870,278446,612253
95498,131790,47680,151663,318944,247529,278416,612445
95554,131832,47731,151813,319328,248203,278630,612743
95536,131662,47510,151515,319465,247964,278634,612436
95527,131645,47701,151655,319004,247567,278276,612373
95523,131747,47701,151706,319358,247918,278596,612612
95493,131637,47642,151689,319546,248212,278676,612620
95396,131495,47595,151583,319123,247427,278472,612265
95498,131726,47706,151761,319149,247588,278523,612419
95626,131705,47783,151663,319524,248301,278762,612777
95544,131692,47642,151561,319063,247827,278429,612206
95571,131683,47659,151621,319004,247567,278511,612424
95519,131675,47765,151805,319375,248122,278689,612782
95476,131586,47608,151574,319427,247943,278604,612394
95451,131637,47689,151604,318927,247427,278297,612253
95544,131768,47744,151723,319166,247857,278557,612714
95562,131671,47655,151697,319652,248263,278638,612598
95362,131580,47625,151663,318923,247380,278369,612299
95506,131717,47809,151719,319171,247653,278557,612543
95562,131751,47765,151809,319554,248339,278847,612816
95472,131590,47578,151621,319141,247956,278446,612236
95430,131679,47740,151642,319012,247584,278429,612479
95519,131696,47761,151702,319362,248250,278689,612867
95455,131624,47570,151655,319524,248122,278655,612521
95468,131696,47676,151617,318919,247508,278374,612316
95481,131790,47689,151796,319123,247922,278608,612714
95596,131794,47667,151788,319648,248220,278813,612722
95383,131568,47629,151638,319046,247440,278399,612347
95489,131743,47796,151714,319239,247687,278549,612470
95554,131760,47779,151697,319503,248301,278719,612760
95532,131576,47574,151557,319171,247772,278528,612333
95527,131675,47787,151702,319059,247588,278549,612530
95502,131696,47625,151689,319486,248246,278737,612854
95527,131713,47638,151680,319563,248105,278664,612572
95527,131649,47731,151689,319004,247482,278361,612487
95562,131798,47706,151761,319370,247952,278617,612671
95540,131662,47638,151659,319639,248100,278767,612701
95404,131559,47587,151570,319055,247389,278382,612240
95601,131700,47787,151761,319119,247776,278485,612594
95618,131683,47735,151774,319533,248293,278928,612756
95434,131620,47608,151544,319127,247832,278532,612347
95485,131713,47701,151676,319072,247584,278515,612483
95584,131717,47769,151800,319516,248161,278792,612875
95506,131590,47659,151587,319503,248130,278621,612492
95447,131654,47783,151710,318940,247491,278511,612564
95554,131709,47817,151839,319307,248007,278600,612629
95519,131730,47659,151668,319618,248126,278689,612671
