525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
66616,54317,39767,118174,83170,102028,106546,257046
66646,54582,39738,118277,83367,102208,106661,257075
66731,54526,39511,118182,83354,102267,106542,257148
66709,54275,39733,118080,83102,101986,106426,256845
66620,54497,39750,118161,83265,102255,106546,257067
66906,54651,39699,118199,83367,102284,106576,257007
66739,54335,39763,118148,83153,102096,106487,256990
66807,54420,39772,118226,83277,102148,106695,256944
66897,54689,39789,118306,83490,102289,106755,257238
66807,54437,39636,118050,83341,102216,106674,256990
66743,54407,39797,118135,83191,102096,106559,257054
66875,54582,39823,118285,83350,102344,106648,257080
66940,54608,39567,118165,83350,102242,106601,257003
66624,54296,39806,118174,83225,101935,106499,256918
66760,54497,39801,118260,83247,102314,106635,257012
66845,54714,39738,118332,83426,102344,106733,256999
66714,54369,39704,118072,83316,102037,106631,256956
66885,54373,39896,118046,83290,102216,106682,256995
66902,54514,39930,118260,83559,102447,106879,257259
66919,54390,39746,118186,83443,102075,106743,256866
66663,54471,39909,118021,83324,102041,106657,256973
66782,54548,39960,118157,83477,102208,106815,257041
67016,54586,39708,118182,83635,102187,106883,256922
66701,54369,39780,118123,83354,102123,106686,256973
66650,54450,39852,118033,83405,102191,106785,257187
66790,54646,39716,118221,83572,102383,106811,257187
66786,54335,39682,118038,83251,102071,106584,256875
66739,54390,39793,118182,83282,102221,106546,257071
66871,54560,39840,118281,83443,102284,106686,257126
66671,54480,39499,118106,83367,102127,106559,256948
66646,54373,39772,118097,83225,101986,106521,256973
66606,54543,39767,118230,83362,102272,106695,257071
66879,54685,39558,118110,83430,102272,106644,257071
66739,54313,39678,118025,83166,102033,106559,256836
66743,54488,39797,118135,83259,102178,106576,257204
66889,54594,39695,118260,83443,102468,106743,257148
66629,54296,39678,118016,83255,101999,106512,257007
66589,54321,39784,118144,83294,102106,106618,257012
66923,54634,39793,118251,83503,102392,106747,257020
66650,54437,39636,118165,83388,102212,106597,256935
66138,54317,39409,118076,83191,101960,106439,257003
66731,54552,39776,118221,83341,102327,106618,257063
66760,54514,39657,117948,83362,102284,106610,256832
66304,54331,39405,117930,83128,102058,106580,256935
66760,54433,39852,118033,83273,102263,106627,257063
66748,54634,39648,118178,83405,102293,106665,256961
66735,54386,39729,118080,83341,101956,106652,256879
66731,54416,39887,118217,83426,102280,106798,257016
66675,54573,39738,118195,83486,102357,106866,257114
66765,54488,39545,118174,83362,102161,106737,256969
66646,54365,39887,118080,83341,102075,106789,256956
66756,54539,39909,118221,83542,102340,106840,256978
66820,54608,39695,118089,83520,102216,106798,257058
66513,54228,39789,118161,83388,102054,106747,256858
66151,54458,39426,118169,83456,102238,106913,257012
66803,54710,39810,118203,83669,102421,106853,257160
66769,54275,39763,118029,83443,101994,106760,257029
66555,54386,39699,118140,83273,102102,106691,257012
66658,54543,39806,118152,83507,102221,106870,257166
66616,54492,39721,118080,83460,102016,106785,256986
66612,54317,39648,118004,83401,102075,106686,257050
66697,54629,39938,118281,83494,102396,107024,256995
66777,54668,39614,118191,83572,102267,106891,257075
66646,54313,39789,118089,83345,101990,106747,256986
66641,54480,39840,118101,83443,102293,107010,257024
66637,54577,39691,118255,83648,102267,107024,257097
66786,54369,39704,118084,83477,102084,106828,257024
66602,54412,39708,118221,83426,102187,106866,257092
66731,54582,39827,118161,83413,102233,106934,257071
66748,54433,39443,118144,83481,102204,106836,257050
66589,54395,39729,118072,83422,102229,106751,257071
66526,54475,39789,118110,83481,102289,106959,257101
66862,54604,39653,118084,83490,102259,106964,257075
66564,54321,39810,118127,83422,102123,106853,256845
66496,54475,39759,118080,83490,102096,106925,256999
66862,54672,39721,118260,83657,102396,107002,257092
66504,54300,39682,118059,83392,101973,106989,256901
66680,54446,39729,118046,83494,102221,106981,257101
66743,54697,39831,118251,83618,102204,106930,257191
66543,54488,39324,118186,83542,102178,106900,256883
66807,54348,39814,117991,83464,102058,106777,256944
66339,54488,39486,118247,83469,102352,106921,256986
66547,54577,39494,118127,83511,102191,106900,257084
66543,54279,39695,118084,83367,102102,106781,256927
66564,54424,39776,118140,83409,102092,106921,256893
66663,54582,39456,118328,83567,102357,107058,257041
66492,54270,39567,118110,83460,102062,106913,256931
66602,54399,39793,118169,83498,102079,106887,256858
66777,54569,39738,118033,83473,102323,106951,257050
66155,54433,39316,118178,83490,102212,106904,256901
66731,54369,39814,118067,83538,101999,106947,256999
66748,54590,39840,118114,83593,102157,106964,257101
66773,54531,39776,118234,83618,102335,106959,257007
66739,54327,39852,118131,83430,102127,106883,256995
66637,54488,39725,118165,83572,102148,106951,257114
66769,54621,39755,118174,83703,102357,107010,256973
66701,54344,39746,118055,83439,102084,106823,256999
66735,54386,39862,118255,83498,102165,106930,257046
66743,54604,39712,118230,83610,102365,107033,257178
66765,54458,39682,118178,83589,102174,106964,257016
66555,54283,39879,118118,83418,102144,106959,257024
66577,54565,39823,118272,83567,102208,106959,257139
66816,54621,39699,118101,83580,102267,107002,257143
66726,54283,39848,118106,83447,101999,106908,257020
66867,54446,39776,118148,83490,102246,107079,257204
66845,54634,39704,118247,83618,102284,106921,257122
66564,54348,39725,117905,83447,102024,106811,257007
66616,54373,39831,118152,83405,102204,106930,257204
66931,54552,39858,118281,83627,102276,106942,257242
66624,54446,39755,118012,83520,102144,106853,256853
66726,54365,39960,118021,83401,102106,106823,257012
66871,54565,39661,118328,83597,102365,107096,257242
66803,54621,39550,118186,83555,102187,107113,256982
66773,54177,39776,118161,83532,102011,106900,256999
66786,54501,39835,118072,83546,102208,107033,257080
66854,54594,39858,118209,83644,102272,107016,256982
66735,54339,39883,118101,83546,102182,106972,256952
66624,54399,39755,118157,83494,102238,106968,256866
66953,54676,39810,118289,83635,102357,107028,257088
66739,54505,39729,118247,83597,102212,107024,256944
66650,54369,39721,117965,83401,102140,106845,257075
66612,54634,39866,118191,83589,102396,107105,257122
66684,54710,39687,118148,83610,102238,107054,256990
66534,54361,39772,118072,83452,102028,106845,257088
66538,54492,39733,118144,83524,102246,106964,256875
66654,54646,39695,118285,83691,102379,107122,257122
66923,54309,39964,118059,83515,101986,107058,256914
66718,54407,39780,118260,83498,102045,107050,257037
66773,54625,39852,118277,83801,102344,107105,257139
66824,54475,39640,118144,83597,102148,106972,256836
66739,54339,39810,118050,83532,101986,107028,256883
