525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
51225,46264,41866,120870,108312,130502,91057,296916
51284,46482,41917,120878,108606,130736,91233,297109
51332,46456,41786,120981,108491,130771,91216,296959
51318,46290,41951,120921,108423,130425,91186,296831
51267,46414,41951,121147,108525,130698,91271,296997
51221,46495,41811,121087,108692,130822,91203,297014
51170,46166,41896,120929,108389,130574,91168,296861
51233,46285,42024,120874,108470,130596,91151,297024
51392,46563,41883,121053,108623,130852,91262,297045
51216,46315,41841,120908,108453,130664,91245,296916
51238,46234,41862,120823,108449,130528,91108,296912
51358,46575,41964,121058,108568,130847,91288,296955
51332,46541,41790,120904,108551,130856,91258,296925
51246,46239,41977,121007,108483,130506,91182,296921
51280,46410,41998,121011,108495,130710,91159,296989
51336,46584,41905,121019,108696,130907,91245,296870
51246,46307,41862,120964,108381,130386,91164,296741
51250,46400,41994,121058,108440,130587,91190,296836
51289,46554,41926,120968,108487,130740,91305,296921
51212,46473,41845,121011,108419,130672,91207,296759
51191,46247,41875,120687,108205,130506,91182,296844
51353,46503,41900,121070,108444,130826,91207,297006
51358,46456,41854,120943,108546,130835,91279,296916
51178,46268,41981,120925,108367,130515,91203,297010
51246,46410,41888,120951,108474,130642,91296,297036
51289,46567,41888,120943,108614,130771,91309,297121
51276,46260,41820,120797,108432,130515,91182,296942
51216,46311,42002,120912,108453,130553,91138,297006
51387,46452,41900,121087,108474,130740,91186,297147
51191,46328,41807,120981,108534,130693,91250,296925
51144,46217,41820,120870,108371,130480,91130,296933
51293,46486,41981,121045,108453,130818,91224,296861
51349,46490,41712,120840,108559,130749,91220,296984
51157,46196,42028,120882,108415,130557,91155,296827
51208,46251,41968,120895,108371,130557,91182,296993
51353,46631,41939,120977,108602,130873,91262,296950
51233,46226,41892,120802,108385,130471,91138,296865
51221,46345,42042,120956,108389,130471,91155,296942
51379,46499,41807,121083,108559,130788,91279,297010
51276,46448,41888,120887,108572,130681,91138,296878
51123,46243,41960,120874,108278,130471,91045,296840
51221,46444,41998,120960,108491,130732,91224,296989
51328,46529,41828,120789,108546,130767,91176,296891
51140,46179,41951,120882,108363,130536,91182,296848
51204,46418,41990,121049,108500,130664,91245,296955
51336,46567,41879,120998,108614,130877,91267,297168
51293,46251,41777,120763,108453,130467,91125,296933
51250,46366,41998,121002,108299,130574,91233,296921
51417,46601,41960,121007,108589,130771,91292,297143
51306,46400,41742,120904,108512,130664,91186,296857
51127,46183,41985,120831,108324,130540,91182,296870
51187,46444,41994,120981,108436,130727,91186,296967
51250,46465,41849,120861,108529,130767,91207,296989
51148,46188,41994,120823,108346,130314,91079,296925
51229,46345,41951,121032,108449,130613,91262,296950
51324,46546,41866,120912,108568,130822,91262,296963
51229,46213,41820,120916,108381,130484,91121,296844
51174,46277,41913,120746,108410,130621,91207,296921
51349,46558,41926,120985,108466,130809,91275,297041
51182,46366,41811,120895,108542,130668,91182,296925
51144,46247,41934,120882,108337,130476,91130,296938
51225,46404,41947,121024,108478,130801,91186,296972
51358,46529,41815,121011,108538,130757,91186,296887
51131,46196,41964,120904,108371,130463,91113,296763
51178,46264,41909,120895,108398,130630,91216,296925
51318,46529,41854,121032,108580,130822,91194,296989
51216,46217,41708,120755,108350,130416,91096,296780
51182,46230,41883,120836,108393,130459,91147,296891
51284,46524,41892,121007,108466,130676,91199,296891
51216,46358,41691,120891,108538,130771,91113,296895
51131,46188,41875,120943,108461,130399,91134,296933
51301,46383,41909,121015,108525,130757,91233,297138
51301,46503,41811,120865,108580,130788,91262,296823
51165,46239,41964,120951,108389,130365,91087,296772
51263,46379,41973,121045,108415,130566,91271,296899
51221,46507,41824,121083,108610,130796,91241,297041
51233,46332,41854,120725,108402,130403,91117,296707
51280,46319,42002,121015,108363,130574,91224,296921
51318,46473,41956,121053,108406,130856,91220,297049
51255,46370,41769,120929,108491,130681,91147,296908
51102,46217,41951,120891,108316,130467,91104,296908
51310,46418,42024,121002,108491,130715,91250,296959
51328,46512,41811,120943,108517,130689,91250,296912
51144,46114,41837,120904,108354,130399,91134,296648
51284,46366,41892,121049,108410,130600,91147,296950
51375,46520,41977,120968,108696,130753,91262,296891
51238,46315,41841,120840,108381,130471,91199,296831
51127,46162,41956,120759,108381,130484,91062,296916
51259,46469,41981,120827,108487,130771,91250,297070
51276,46260,41769,120973,108491,130715,91233,296776
51161,46179,42011,120836,108295,130433,91147,296755
51250,46366,41947,120870,108449,130710,91254,296857
51324,46537,41820,120870,108580,130788,91267,296955
51174,46200,41786,120814,108358,130331,91138,296716
