525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
40104,55772,47479,116349,96663,215643,147761,296567
40160,56028,47574,116408,96718,215891,147909,296810
40177,56101,47441,116514,96915,216108,147966,296908
40079,55879,47437,116336,96731,215797,147850,296558
40049,55969,47548,116327,96727,215908,147833,296665
40284,56207,47523,116480,96875,216049,147991,296989
40139,56011,47326,116583,96863,215912,147960,296763
40083,55849,47523,116327,96659,215780,147867,296733
40131,56126,47492,116489,96820,215592,147939,296768
40182,56020,47390,116476,96905,215895,147922,296643
40011,55760,47488,116315,96642,215584,147782,296507
40002,56028,47462,116468,96727,215844,147926,296622
40143,56058,47411,116588,96897,215895,147892,296836
40062,55747,47437,116349,96697,215678,147816,296464
40135,56096,47604,116527,96807,215759,147948,296759
40194,56143,47540,116370,96803,215968,147952,296648
40091,56016,47331,116417,96837,215793,147846,296550
40040,55785,47502,116118,96642,215503,147731,296472
40100,56028,47527,116596,96829,215920,147956,296827
40216,56011,47348,116298,96731,215895,147875,296597
39972,55726,47510,116203,96680,215460,147761,296605
40023,56050,47536,116391,96744,215639,147871,296686
40199,56152,47433,116609,96863,215972,147978,296865
40070,55747,47322,116263,96756,215562,147795,296597
39994,55942,47458,116421,96718,215712,147812,296716
40279,56156,47462,116506,96841,215998,148012,296694
40096,55913,47297,116323,96790,215852,147816,296810
39972,55866,47454,116319,96697,215584,147803,296716
40186,56113,47531,116634,96905,215801,147948,296797
40186,56113,47411,116395,96867,215964,147880,296912
40053,55743,47467,116417,96744,215691,147824,296626
40040,55938,47544,116459,96650,215801,147820,296772
40194,56169,47433,116626,96837,215742,148025,296878
40032,55836,47301,116378,96722,215562,147829,296516
40066,55959,47561,116489,96790,215818,147854,296751
40173,56067,47578,116514,96909,215869,148008,296870
40057,55977,47382,116302,96858,215772,147880,296819
40070,55798,47462,116349,96697,215613,147841,296281
40233,56276,47553,116668,96915,216181,147966,296472
40381,56331,47450,116383,96927,215810,147922,296891
40032,55768,47475,116336,96650,215554,147875,296656
40100,56003,47496,116434,96778,215725,147837,296648
40143,56135,47484,116519,96829,216053,147931,296997
40117,55840,47394,116391,96727,215725,147786,296575
40032,55965,47578,116527,96799,215831,147914,296716
40152,56113,47506,116523,96833,215916,147978,296797
40104,55955,47411,116442,96837,215903,147888,296802
40066,55934,47548,116459,96636,215780,147867,296711
40139,55986,47484,116493,96790,215635,147863,296870
40211,56067,47335,116395,96850,215920,147922,296499
40177,55994,47462,116374,96650,215780,147846,296575
40074,55891,47527,116417,96799,215511,147875,296929
40203,56156,47399,116497,96944,216032,147926,296814
40131,55823,47403,116237,96773,215716,147812,296720
40032,55849,47488,116480,96735,215609,147820,296622
40233,56143,47484,116540,96949,215874,147922,296946
40091,55908,47454,116459,96871,215729,147833,296592
39977,55751,47531,116258,96671,215571,147795,296745
40108,55986,47540,116446,96850,215981,147914,296989
40254,56079,47403,116506,96905,216040,148004,296967
39938,55734,47496,116378,96727,215499,147790,296716
39989,55965,47557,116514,96824,215725,147974,296950
40125,56139,47488,116579,96932,216036,148021,296819
40053,55836,47373,116387,96786,215767,147850,296699
40049,55866,47574,116544,96816,215755,147909,296921
40121,56096,47523,116506,96829,216079,147952,296848
40049,55883,47335,116421,96850,215886,147952,296785
40096,55866,47587,116489,96693,215733,147871,296618
40040,56067,47604,116468,96812,215814,147871,296827
40152,56101,47433,116531,96892,215857,147970,296891
39972,55798,47570,116438,96642,215759,147858,296785
40117,56037,47655,116656,96837,215998,147926,296887
40186,56160,47373,116639,96927,216087,147978,297053
40015,55879,47428,116353,96710,215725,147833,296780
40006,55862,47540,116493,96714,215660,147884,296844
40091,56011,47510,116412,96790,216002,147863,296848
40032,55951,47382,116370,96778,215908,147837,296870
39955,55828,47428,116451,96671,215562,147829,296776
40148,56164,47646,116664,96837,216002,147909,297001
40125,56194,47382,116609,96863,216032,147926,296959
39943,55760,47479,116510,96705,215622,147752,296823
40083,55965,47540,116536,96824,215831,147935,296780
40228,56228,47475,116548,96905,215943,147956,296831
40019,55917,47433,116374,96684,215699,147765,296597
40040,55862,47514,116408,96731,215844,147905,296810
40224,56113,47557,116565,96875,216015,148000,296955
40091,55921,47297,116323,96875,215793,147909,296797
40074,55700,47475,116404,96714,215626,147795,296768
40057,56071,47506,116622,96867,216053,147884,296673
40079,56147,47356,116510,96936,215960,147918,296823
39930,55853,47467,116349,96744,215554,147867,296609
40125,55951,47531,116476,96786,215729,147880,296938
40074,56096,47407,116571,96875,215925,148008,297006
40049,55862,47416,116319,96697,215592,147773,296690
40036,55853,47519,116523,96773,215699,147833,296865
40194,56092,47519,116451,96850,216053,147987,296942
40148,55999,47365,116306,96820,215937,147884,296741
40019,55896,47510,116455,96744,215520,147782,296648
40062,56113,47574,116668,96837,215977,147966,296827
40169,56177,47433,116267,96919,216062,147987,296878
40011,55823,47514,116267,96680,215712,147829,296665
40113,55969,47570,116681,96744,215840,147966,296912
40135,56169,47519,116489,96863,216006,147918,297006
40036,55904,47339,116412,96782,215541,147846,296733
40015,55947,47488,116472,96812,215878,147909,296912
40160,56113,47557,116592,96824,216066,147987,297049
40087,56050,47322,116455,96816,216028,147880,296703
40062,55913,47496,116404,96710,215780,147897,296916
40169,56071,47544,116622,96846,216023,148025,297032
40156,56130,47441,116476,96909,215972,147995,297036
39977,55849,47514,116468,96761,215575,147850,296882
40045,56016,47574,116557,96892,215903,147960,296895
40173,56198,47424,116544,96987,216130,148025,296963
40104,55969,47407,116493,96727,215827,147858,296878
40015,55904,47553,116480,96761,215810,147935,296899
40279,56160,47540,116544,96871,216019,147960,297053
40045,55982,47331,116493,96863,215943,147880,296686
40045,55840,47540,116400,96628,215704,147897,296853
40108,56118,47599,116557,96888,215920,147931,296806
40241,56109,47433,116459,96854,215981,148000,296853
39994,55747,47527,116366,96718,215592,147833,296745
40079,56041,47595,116425,96778,215874,147931,296882
40169,56071,47492,116600,96940,216053,148008,296929
40108,55942,47454,116400,96816,215857,147829,296836
40091,55879,47424,116553,96829,215746,147897,296776
40207,56058,47548,116579,96863,215899,147935,296904
40083,55951,47424,116378,96915,215878,147926,296810
39977,55870,47540,116459,96619,215473,147858,296823
40096,56028,47544,116536,96778,215818,147884,296823
40117,56041,47339,116412,96892,215852,147863,296763
39964,55747,47510,116395,96680,215550,147807,296789
40066,56024,47514,116523,96837,215874,147939,296908
40160,56130,47373,116561,96949,216100,147943,296865
40036,55938,47420,116387,96727,215763,147880,296878
39964,55874,47557,116476,96769,215823,147905,296925
40203,56181,47553,116557,96888,216006,148017,296874
40113,55973,47386,116404,96863,216036,147952,296728
40049,55900,47519,116298,96636,215656,147846,296789
40160,56045,47570,116463,96778,215925,147884,296925
40152,56211,47369,116429,96812,215951,147905,296993
39947,55819,47506,116421,96744,215622,147731,296601
40096,56067,47561,116523,96778,215848,147991,296980
40262,56164,47519,116702,96936,216083,148046,296904
40125,56033,47424,116442,96739,215806,147841,296853
40045,55862,47523,116502,96761,215708,147850,296848
40203,56198,47565,116571,96858,215972,147960,296972
40160,56037,47335,116531,96905,216062,147901,296772
