525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
20427,53290,15663,120000,67439,155707,57521,314547
20475,53413,15782,120324,67639,155843,57580,314478
20551,53529,15705,120251,67677,156023,57585,314777
20444,53439,15620,120162,67477,155839,57504,314542
20444,53383,15777,120222,67473,155669,57568,314704
20560,53508,15828,120319,67618,156023,57645,314837
20444,53494,15565,120213,67677,156010,57658,314657
20475,53388,15790,120158,67528,155750,57576,314534
20461,53430,15816,120234,67746,155985,57785,314734
20560,53597,15722,120324,67746,156065,57785,314712
20479,53332,15731,120102,67554,155754,57607,314517
20423,53439,15799,120080,67537,155809,57692,314525
20585,53542,15773,120268,67763,156048,57781,314790
20483,53430,15714,120171,67639,155809,57637,314555
20423,53269,15684,120021,67626,155686,57705,314636
20547,53537,15838,120171,67738,155873,57641,314687
20487,53456,15616,120132,67698,155925,57722,314615
20444,53235,15739,119961,67579,155545,57597,314431
20452,53413,15790,120072,67609,155883,57645,314576
20555,53571,15590,120085,67647,156002,57675,314653
20448,53247,15731,119991,67511,155750,57607,314490
20475,53383,15765,120192,67652,155856,57662,314508
20547,53525,15790,120324,67793,156065,57764,314875
20492,53422,15629,120102,67639,155848,57717,314500
20393,53252,15748,120192,67609,155826,57688,314555
20500,53546,15846,120311,67738,155883,57768,314759
20465,53481,15654,120097,67677,155908,57743,314538
20500,53337,15807,120183,67626,155716,57675,314333
20538,53477,15876,120179,67708,155904,57815,314576
20513,53498,15616,120188,67772,155921,57696,314581
20338,53303,15680,120025,67618,155686,57688,314367
20423,53379,15851,120120,67622,155750,57658,314644
20509,53481,15756,120243,67848,155951,57870,314610
20435,53328,15663,120158,67772,155904,57807,314619
20448,53303,15855,120183,67763,155656,57845,314619
20487,53434,15880,120243,67920,155921,57849,314734
20534,53546,15599,120085,67937,155887,57986,314593
20487,53225,15811,119961,67831,155665,57884,314504
20547,53383,15846,120183,67998,155921,57982,314661
20538,53576,15769,120196,68142,155839,58024,314636
20410,53208,15824,119940,67823,155566,57870,314534
20444,53315,15803,120110,67950,155682,57884,314632
20619,53533,15838,120072,67977,155997,58007,314721
20517,53392,15786,120154,68028,155758,57870,314496
20530,53358,15851,119978,67793,155754,57849,314581
20577,53464,15838,120110,67831,155929,57965,314683
20538,53409,15658,120059,67967,155908,57858,314559
20440,53273,15782,120124,67746,155622,57756,314320
20483,53409,15855,120234,67780,155690,57866,314517
20594,53639,15705,120247,67981,155865,57918,314623
20350,53281,15799,120085,67704,155673,57824,314380
20427,53366,15859,120179,67759,155673,57726,314589
20572,53494,15777,120213,67891,155917,57905,314773
20444,53396,15633,120102,67797,155767,57811,314508
20384,53264,15731,120137,67869,155553,57807,314418
20440,53447,15885,120149,67946,155686,58063,314619
20487,53434,15726,120059,68279,155754,59019,314410
21357,53132,17083,119868,72933,155268,62614,313881
21588,53286,17394,119752,73995,155430,62947,313847
21647,53460,17454,119851,74375,155456,63216,313757
21575,53059,17603,119568,74537,155132,63378,313472
21643,53208,17663,119735,74703,155289,63493,313677
21745,53273,17701,119752,75027,155426,63651,313625
21715,53195,17574,119582,75001,155115,63706,313489
21613,53034,17825,119629,74989,155161,63753,313527
21703,53273,17817,119902,75283,155422,63945,313654
21758,53174,17701,119671,75373,155306,63962,313595
21792,53000,17757,119663,75211,155046,63770,313241
21720,53217,17817,119786,75479,155251,63984,313586
21813,53358,17787,119522,75590,155379,64052,313497
21669,53021,17796,119564,75382,155153,64013,313381
21698,53093,17957,119659,75505,155085,64111,313493
21754,53212,17859,119680,75667,155306,64214,313654
21660,53042,17779,119488,75667,155046,64056,313335
21707,52944,17864,119659,75590,154986,64172,313352
21817,53303,17995,119795,75667,155217,64286,313569
21720,53170,17697,119568,75803,155119,64248,313569
21737,53038,17995,119595,75621,155003,64098,313305
21737,53239,17838,119769,75672,155212,64291,313586
21826,53311,17762,119761,75837,155276,64265,313527
21652,53093,17851,119591,75535,154867,64132,313450
21783,53157,17944,119676,75693,155119,64235,313552
21762,53281,17847,119820,75854,155349,64397,313438
21673,53102,17842,119475,75795,155178,64325,313390
21673,52974,17953,119539,75748,155020,64295,313339
21779,53243,17949,119761,75957,155187,64291,313663
21728,53195,17817,119591,75936,155280,64384,313326
21639,53013,17842,119509,75786,155046,64295,313459
21728,53200,17885,119591,75949,155093,64248,313433
21805,53212,17787,119701,76064,155225,64397,313446
21660,52927,17978,119445,75863,154871,64371,313224
21720,53191,18039,119663,75949,154982,64367,313305
21775,53178,17949,119629,76017,155178,64525,313586
21686,53064,17859,119471,75923,155102,64380,313143
21592,52991,18035,119659,75923,154820,64418,313386
21766,53286,18132,119591,76059,155136,64547,313514
21826,53127,17881,119556,76072,155174,64551,313408
21758,53064,18008,119629,76055,154978,64457,313330
21749,53136,18081,119710,76085,155285,64530,313527
21830,53362,17936,119654,76213,155302,64576,313347
21698,52996,18026,119586,76059,154978,64436,313373
21741,53170,18035,119701,76025,155054,64487,313497
21749,53221,18069,119568,76102,155149,64551,313442
21724,53042,17915,119454,76004,155024,64457,313156
21737,53038,17991,119680,75979,154905,64547,313421
21766,53208,18026,119795,76102,155191,64576,313548
21728,53136,17842,119637,76119,155127,64589,313463
21669,53017,17970,119466,76042,154927,64500,313301
21834,53204,18098,119612,76144,155064,64632,313381
21817,53371,17966,119582,76260,155341,64610,313404
21673,53051,17978,119586,76042,154829,64491,313258
21690,53059,18030,119667,76157,155041,64623,313364
21792,53235,18012,119731,76286,155187,64691,313518
21762,53144,17995,119697,76201,155115,64606,313233
21660,52939,18056,119568,76106,154871,64602,313275
21792,53247,18056,119735,76226,155208,64722,313429
21783,53208,17893,119505,76222,155170,64589,313381
21741,53000,18035,119415,76167,155012,64615,313288
21720,53085,18103,119735,76184,155191,64661,313527
21715,53307,17817,119633,76230,155229,64627,313450
21647,53030,17949,119586,76115,154854,64525,313241
21715,53127,17957,119744,76085,154944,64589,313394
21758,53260,17957,119564,76332,155204,64718,313582
21754,53140,17944,119458,76277,155153,64730,313245
21635,53106,18111,119466,76144,154914,64678,313279
21724,53221,18047,119608,76337,155191,64695,313421
21732,53183,17910,119556,76328,155072,64739,313279
21728,53025,18022,119560,76196,154867,64610,313177
21732,53064,18098,119582,76264,154952,64718,313433
21792,53225,18004,119608,76311,155054,64674,313421
21652,52962,17923,119466,76218,154965,64598,313216
21652,53008,18018,119496,76205,155041,64640,313373
21677,53191,17995,119633,76375,155093,64764,313446
21626,53144,17932,119539,76273,155093,64687,313271
21656,53013,18022,119551,76243,155072,64649,313377
21749,53174,18008,119684,76354,155183,64798,313339
21711,53217,17855,119568,76286,154969,64687,313288
21690,52962,18060,119616,76149,154956,64657,313139
21698,53191,18004,119710,76362,155132,64786,313394
21874,53337,17919,119782,76440,155358,64841,313330
21677,53059,18064,119595,76226,154863,64581,313194
21745,53119,18090,119663,76286,155123,64701,313506
21728,53136,17966,119671,76375,155242,64807,313527
21647,53055,17944,119556,76269,155016,64670,313108
21749,53017,18073,119551,76252,154914,64705,313313
21813,53204,18107,119782,76383,155166,64807,313518
21724,53217,17932,119599,76405,155012,64798,313203
21720,53038,18022,119458,76273,154803,64691,313326
21762,53093,18069,119684,76269,155093,64739,313390
21788,53247,17834,119650,76413,155144,64722,313228
21711,53000,17966,119424,76149,154888,64636,313292
21732,53178,18149,119663,76303,154982,64752,313228
21745,53178,18026,119731,76392,155297,64832,313518
21660,53183,17898,119547,76213,154931,64687,313279
21720,52983,18047,119454,76201,154986,64640,313377
21749,53204,18115,119582,76311,155170,64691,313394
21779,53136,17919,119620,76269,155212,64670,313296
21762,53017,18060,119560,76226,154952,64602,313326
21686,53110,18008,119714,76290,155191,64705,313484
21809,53320,17885,119756,76392,155174,64777,313364
21635,52888,17983,119556,76213,154777,64649,313245
21707,53013,18022,119710,76311,154939,64653,313233
21749,53243,18018,119731,76452,155157,64815,313271
21664,53098,17995,119578,76243,155046,64619,313152
21635,52966,18030,119595,76243,154777,64653,313224
21775,53200,18094,119701,76362,155144,64760,313377
21749,53102,17974,119633,76396,155029,64730,313352
21720,52970,18052,119471,76247,154833,64615,313284
21707,53098,18132,119752,76307,155149,64803,313194
21844,53337,17957,119560,76440,155153,64722,313301
21715,52935,17987,119488,76230,154871,64653,313224
21669,53174,18073,119612,76303,154990,64687,313237
21788,53221,18000,119680,76388,155366,64811,313455
21643,53017,17974,119356,76260,154948,64657,313139
21690,53025,18052,119586,76294,154791,64683,313160
21749,53161,18120,119625,76400,155166,64781,313425
21737,53106,17961,119642,76315,155081,64786,313352
21737,52983,18115,119458,76235,154931,64666,313139
21809,53136,18090,119586,76375,155191,64726,313335
21775,53290,17915,119701,76482,155272,64807,313356
21681,53008,17991,119578,76256,154935,64683,313152
21698,53042,18030,119663,76315,155050,64756,313364
21826,53183,18022,119556,76465,155170,64866,313398
21660,53085,17974,119530,76349,154978,64726,313292
21711,53004,18124,119654,76286,154931,64752,313318
21754,53153,18077,119642,76417,155024,64705,313339
21775,53204,17961,119625,76371,155029,64773,313335
21677,52970,18086,119449,76213,154842,64709,313182
21758,53115,18115,119739,76417,155098,64798,313373
21822,53235,17910,119671,76495,155208,64820,313386
21652,52948,17983,119347,76175,154952,64730,313288
21609,53089,18077,119663,76307,155054,64691,313296
21796,53247,18012,119718,76469,155081,64769,313404
21669,53021,17974,119420,76371,154978,64695,313139
21711,52996,18107,119599,76341,154876,64649,313369
21724,53191,18060,119773,76320,155132,64726,313267
