525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
43342,46461,50039,132003,90977,129150,114211,256935
43500,46643,50090,132297,91125,129470,114275,257148
43428,46575,49894,132024,91104,129392,114220,256922
43346,46358,50090,131948,91002,129094,114091,256931
43333,46512,50090,132157,90964,129328,114245,257114
43432,46669,49976,132157,91176,129410,114190,257003
43295,46431,49919,131922,90994,129137,114152,256973
43359,46495,50073,132058,90891,129226,114177,257139
43441,46643,50052,132118,91117,129487,114322,257306
43363,46512,49915,131849,91002,129269,114182,257178
43355,46431,50112,132033,91006,129167,114258,257101
43492,46669,50112,132242,91121,129410,114301,257293
43449,46631,49877,131990,91036,129303,114241,257229
43355,46499,50018,131995,90934,129129,114169,257105
43466,46507,50124,132153,91117,129299,114271,257272
43517,46656,49988,131965,91151,129414,114250,257229
43342,46478,49967,131922,90930,129081,114182,257122
43342,46558,50061,132003,90972,129205,114271,257336
43530,46635,50116,132149,91130,129508,114360,257336
43372,46507,49877,132050,90998,129243,114220,257084
43308,46379,50141,131876,90917,129081,114177,257160
43458,46626,50078,132174,91045,129350,114254,257293
43380,46567,49949,132020,91083,129328,114220,257109
43308,46410,49932,131965,90985,129038,114066,257020
43389,46554,50001,131978,90972,129231,114233,257314
43521,46806,50022,132153,91211,129362,114207,257297
43346,46456,50010,131927,90891,129115,114096,257221
43244,46448,50082,131978,90913,129218,114143,257131
43521,46691,50095,132084,91130,129444,114339,257460
43355,46490,49971,132071,90951,129235,114173,257012
43359,46490,50095,132088,91002,129184,114194,257191
43555,46725,50052,131999,91057,129419,114292,257408
43445,46717,49779,132097,91062,129379,114207,257217
43325,46404,50099,132024,91040,129055,114173,257033
43453,46541,50099,132003,91023,129379,114228,257225
43462,46700,49936,132003,91087,129367,114262,257323
43270,46473,50014,131965,90921,129060,114250,257058
43270,46435,50022,132037,90943,129201,114186,257268
43487,46601,50031,132024,91083,129478,114399,257365
43278,46507,49885,131935,90938,129226,114165,256999
43397,46456,50044,132046,90909,129158,114165,257131
43397,46652,50078,132187,91023,129371,114296,257251
43407,46626,49877,132029,91113,129226,114173,256935
43308,46465,50073,131876,90921,129064,114156,257084
43419,46592,50090,132204,91100,129410,114224,257170
43401,46717,49949,132058,91233,129508,114254,257229
43219,46503,50010,131888,90943,129111,114194,257268
43397,46571,50158,132075,91053,129265,114203,257225
43513,46677,49988,132050,91142,129521,114318,257382
43333,46537,49919,131982,90903,129345,114160,257126
43346,46473,50065,131927,90981,129158,114160,256491
43458,46584,50044,132071,91117,129384,114309,256662
43449,46626,49881,132071,91028,129410,114262,256645
43304,46512,50056,131935,90972,129137,114216,256521
43407,46683,50031,131867,90955,129371,114190,256683
43496,46683,50039,132191,91190,129388,114279,256739
43367,46490,49963,132033,90968,129269,114245,256461
43350,46597,50129,131999,90977,129222,114190,256654
43376,46656,50061,132153,91091,129504,114335,256760
43312,46444,49805,131965,91011,129269,114156,256440
43333,46422,50082,131939,90886,129180,114216,256597
