525nmC1,525nmC2,630nmC1,630nmC2,850nmC1,850nmC2,940nmC1,940nmC2
67435,122674,57184,149172,229098,474976,450837,550116
67425,122918,57290,149343,229280,475310,451127,550811
67609,123225,57120,149710,229746,476081,451337,551045
67477,122947,57120,149240,229349,475066,450944,550146
67490,122909,57295,149240,229149,475258,451191,550794
67630,123229,57261,149505,229635,475894,451481,550730
67541,122986,56992,149219,229532,475663,451273,550034
67588,122832,57265,149164,229157,474993,451059,550533
67601,123109,57312,149479,229536,475851,451366,550999
67592,123310,57057,149530,229587,475753,451277,550670
67443,122747,57303,149185,229242,475024,450965,550542
67635,123058,57376,149403,229375,475560,451038,550781
67622,123165,57273,149740,229673,476120,451635,550931
67558,122930,57146,149206,229349,475071,451217,550089
67443,122952,57389,149386,229332,475399,451166,550576
67643,123246,57159,149488,229460,475894,451315,551199
67609,123003,57103,149266,229349,475608,451307,550516
67524,122850,57316,149283,229140,475010,450757,550354
67562,123058,57320,149437,229221,475860,451345,550811
67545,123267,57099,149564,229468,475898,451332,550597
67516,122738,57269,149168,229255,475041,450914,550286
67516,122943,57330,149343,229178,475339,451328,550627
67533,123208,57231,149684,229635,476171,451511,551045
67541,123075,57154,149194,229349,475215,451000,550521
67541,123049,57273,149352,229349,475322,451212,550402
67605,123165,57133,149450,229502,475829,451358,550734
67460,122998,57082,149202,229434,475706,451055,550277
67524,122896,57355,149321,229115,475066,451025,550260
67562,123028,57364,149518,229375,475757,451396,551191
67635,123314,57197,149659,229712,475936,451439,550597
67511,122815,57299,149181,229212,475049,451085,550641
67601,123062,57278,149471,229349,475258,451303,550525
67613,123263,57231,149672,229597,476133,451627,551143
67520,123032,57184,149172,229337,475126,451089,550393
67562,122909,57410,149296,229289,475305,451273,550717
67647,123237,57303,149518,229519,476051,451191,551105
67469,123011,57142,149257,229477,475552,451324,550163
67524,122806,57193,149143,229081,474972,450939,550550
67579,122998,57342,149369,229468,475782,451106,551173
67567,123271,57142,149604,229661,475795,451255,550580
67490,122674,57188,149096,229170,474861,450888,550393
67571,122998,57419,149547,229251,475433,451030,550862
67652,123233,57214,149765,229618,476081,451661,550789
67622,123020,57176,149031,229332,475122,451195,550256
67537,122939,57286,149215,229272,475365,451246,550406
67613,123161,57368,149369,229575,475970,451286,551007
67494,122969,57043,149308,229451,475638,451362,550576
67482,122798,57324,149283,229047,475096,451149,550444
67486,123075,57312,149428,229456,475736,451422,550870
67558,123318,57142,149539,229593,475902,451413,550734
67528,122768,57273,149172,229255,475134,451008,550521
67558,123083,57330,149492,229302,475403,451127,550931
67677,123237,57210,149867,229814,476328,451546,550883
67524,123032,57184,149100,229204,475122,450944,550431
67588,122986,57381,149399,229263,475416,450982,550755
67656,123229,57334,149564,229439,476038,451400,550999
67567,123140,57184,149462,229570,475663,451294,550533
67613,122956,57307,149262,229098,475122,451098,550192
67516,123049,57239,149407,229601,475877,451430,550990
67601,123356,57091,149650,229558,476034,451320,550815
67503,122768,57231,149279,229208,475066,451093,550226
67579,123011,57368,149428,229276,475497,451229,551016
67664,123284,57261,149684,229775,476209,451546,550973
67473,122909,57150,149035,229293,475190,450952,550372
67550,122960,57273,149365,229221,475228,451149,550679
67660,123310,57355,149586,229519,475890,451290,550973
67567,123182,56928,149335,229601,475736,451290,550482
67571,122836,57351,149308,229234,475079,451187,550525
67643,123096,57347,149505,229473,475825,451422,550798
67618,123396,57078,149655,229686,476072,451400,550870
67575,122772,57347,149287,229076,475173,451072,550389
67613,123088,57406,149547,229366,475480,451238,550811
67575,123161,57205,149539,229541,476256,451536,550960
67516,122998,57146,149040,229337,475143,451059,550235
67473,122742,57320,149270,229234,475232,450969,550610
67592,123152,57290,149411,229601,475736,451405,550658
67490,123045,57074,149245,229379,475651,451208,550205
67507,122823,57278,149052,229098,474878,450996,550235
67541,122986,57290,149492,229362,475714,451242,550870
67613,123293,57133,149672,229665,475873,451315,550692
67465,122645,57193,149164,229047,474993,451098,550218
67511,122956,57381,149441,229306,475301,450986,550798
67579,123174,57235,149680,229618,476163,451383,550606
67516,122939,56983,149066,229225,475075,451038,550209
67537,122947,57261,149304,229072,475331,451127,550260
67635,123092,57184,149424,229553,476004,451519,551105
67575,123182,57120,149441,229579,475765,451234,550589
67579,122836,57355,149274,229076,475164,451098,550410
67639,123058,57282,149539,229485,475685,451328,550969
67652,123305,57167,149667,229622,475799,451132,550772
67571,122768,57290,149245,229212,475190,451255,550286
67647,123015,57376,149467,229400,475492,451251,550516
67596,123203,57244,149577,229673,476256,451576,551109
67550,123054,57244,149240,229439,475173,451255,550171
67558,122871,57351,149304,229225,475318,451251,550525
67647,123212,57342,149522,229631,476000,451524,550713
67448,123105,57074,149321,229562,475787,451477,550389
67503,122879,57307,149189,229174,475147,451000,550397
67588,123011,57290,149484,229481,475936,451225,550704
